,expiration_month,expiration_year,Drug_Id,group
6850,6,2018,1163,5.0
6851,7,2018,1363,6.0
6852,6,2018,684,5.0
6853,4,2018,249,3.0
6854,6,2018,1776,5.0
6855,11,2018,504,10.0
6856,8,2018,1280,7.0
6857,11,2018,292,10.0
6858,8,2018,694,7.0
6859,7,2018,1933,6.0
6860,8,2018,235,7.0
6861,9,2018,577,8.0
6862,8,2018,398,7.0
6863,9,2018,963,8.0
6864,12,2018,34,11.0
6865,8,2018,1744,7.0
6866,8,2018,1043,7.0
6867,1,2018,294,0.0
6868,6,2018,452,5.0
6869,11,2018,1389,10.0
6870,8,2018,1748,7.0
6871,9,2018,436,8.0
6872,8,2018,1708,7.0
6873,8,2018,1709,7.0
6874,5,2018,503,4.0
6875,9,2018,205,8.0
6876,8,2018,963,7.0
6877,5,2018,694,4.0
6878,8,2018,1605,7.0
6879,9,2018,594,8.0
6880,10,2018,934,9.0
6881,9,2018,1174,8.0
6882,11,2018,944,10.0
6883,9,2018,1657,8.0
6884,4,2018,1754,3.0
6885,9,2018,4,8.0
6886,10,2018,975,9.0
6887,10,2018,228,9.0
6888,4,2018,847,3.0
6889,9,2018,634,8.0
6890,11,2018,1077,10.0
6891,12,2018,1631,11.0
6892,8,2018,123,7.0
6893,7,2018,245,6.0
6894,1,2018,963,0.0
6895,12,2018,480,11.0
6896,8,2018,1529,7.0
6897,8,2018,1320,7.0
6898,8,2018,1494,7.0
6899,9,2018,825,8.0
6900,8,2018,1100,7.0
6901,8,2018,1206,7.0
6902,8,2018,1280,7.0
6903,8,2018,518,7.0
6904,8,2018,313,7.0
6905,8,2018,148,7.0
6906,11,2018,1464,10.0
6907,8,2018,535,7.0
6908,9,2018,1804,8.0
6909,10,2018,1835,9.0
6910,8,2018,1077,7.0
6911,8,2018,123,7.0
6912,8,2018,634,7.0
6913,8,2018,799,7.0
6914,9,2018,240,8.0
6915,8,2018,901,7.0
6916,8,2018,467,7.0
6917,4,2018,1823,3.0
6918,12,2018,684,11.0
6919,12,2018,5,11.0
6920,7,2018,462,6.0
6921,7,2018,918,6.0
6922,8,2018,407,7.0
6923,8,2018,1390,7.0
6924,9,2018,306,8.0
6925,6,2018,559,5.0
6926,6,2018,1673,5.0
6927,6,2018,123,5.0
6928,8,2018,367,7.0
6929,11,2018,742,10.0
6930,8,2018,6,7.0
6931,8,2018,1770,7.0
6932,8,2018,1513,7.0
6933,8,2018,854,7.0
6934,5,2018,600,4.0
6935,5,2018,1295,4.0
6936,8,2018,292,7.0
6937,8,2018,1369,7.0
6938,8,2018,164,7.0
6939,8,2018,1459,7.0
6940,12,2018,1337,11.0
6941,9,2018,993,8.0
6942,10,2018,648,9.0
6943,7,2018,31,6.0
6944,9,2018,1355,8.0
6945,10,2018,1858,9.0
6946,11,2018,1318,10.0
6947,3,2018,638,2.0
6948,10,2018,1174,9.0
6949,9,2018,696,8.0
6950,9,2018,266,8.0
6951,8,2018,1931,7.0
6952,5,2018,1025,4.0
6953,5,2018,993,4.0
6954,6,2018,1226,5.0
6955,8,2018,1307,7.0
6956,8,2018,1459,7.0
6957,8,2018,1701,7.0
6958,8,2018,1022,7.0
6959,8,2018,290,7.0
6960,8,2018,670,7.0
6961,8,2018,812,7.0
6962,7,2018,290,6.0
6963,8,2018,1290,7.0
6964,8,2018,7,7.0
6965,12,2018,265,11.0
6966,9,2018,1160,8.0
6967,8,2018,1125,7.0
6968,8,2018,1274,7.0
6969,8,2018,1927,7.0
6970,5,2018,1822,4.0
6971,9,2018,150,8.0
6972,8,2018,239,7.0
6973,8,2018,708,7.0
6974,9,2018,1238,8.0
6975,8,2018,796,7.0
6976,8,2018,87,7.0
6977,8,2018,901,7.0
6978,8,2018,1459,7.0
6979,8,2018,47,7.0
6980,4,2018,1395,3.0
6981,8,2018,123,7.0
6982,8,2018,165,7.0
6983,8,2018,1274,7.0
6984,8,2018,1425,7.0
6985,8,2018,1125,7.0
6986,8,2018,949,7.0
6987,8,2018,1933,7.0
6988,8,2018,944,7.0
6989,9,2018,123,8.0
6990,9,2018,267,8.0
6991,11,2018,425,10.0
6992,9,2018,1799,8.0
6993,9,2018,568,8.0
6994,9,2018,1520,8.0
6995,2,2018,1828,1.0
6996,4,2018,290,3.0
6997,2,2018,1340,1.0
6998,9,2018,367,8.0
6999,9,2018,1307,8.0
7000,10,2018,1774,9.0
7001,9,2018,1706,8.0
7002,8,2018,695,7.0
7003,4,2018,540,3.0
7004,10,2018,384,9.0
7005,1,2018,1747,0.0
7006,10,2018,1059,9.0
7007,10,2018,1249,9.0
7008,11,2018,718,10.0
7009,6,2018,564,5.0
7010,8,2018,1441,7.0
7011,11,2018,915,10.0
7012,2,2018,542,1.0
7013,6,2018,1870,5.0
7014,8,2018,1624,7.0
7015,9,2018,406,8.0
7016,10,2018,504,9.0
7017,5,2018,1650,4.0
7018,3,2018,850,2.0
7019,9,2018,1732,8.0
7020,10,2018,4,9.0
7021,9,2018,929,8.0
7022,10,2018,1760,9.0
7023,6,2018,1274,5.0
7024,6,2018,543,5.0
7025,11,2018,1395,10.0
7026,12,2018,1563,11.0
7027,5,2018,1754,4.0
7028,4,2018,384,3.0
7029,5,2018,205,4.0
7030,4,2018,1869,3.0
7031,12,2018,1901,11.0
7032,12,2018,958,11.0
7033,8,2018,1875,7.0
7034,8,2018,290,7.0
7035,6,2018,1566,5.0
7036,8,2018,659,7.0
7037,8,2018,762,7.0
7038,8,2018,1780,7.0
7039,11,2018,581,10.0
7040,8,2018,944,7.0
7041,8,2018,1355,7.0
7042,8,2018,634,7.0
7043,8,2018,1550,7.0
7044,8,2018,298,7.0
7045,8,2018,1987,7.0
7046,8,2018,1881,7.0
7047,2,2018,847,1.0
7048,8,2018,776,7.0
7049,8,2018,1471,7.0
7050,10,2018,1459,9.0
7051,11,2018,1931,10.0
7052,8,2018,1369,7.0
7053,11,2018,1249,10.0
7054,1,2018,1730,0.0
7055,6,2018,1398,5.0
7056,5,2018,66,4.0
7057,6,2018,825,5.0
7058,9,2018,1820,8.0
7059,8,2018,1729,7.0
7060,8,2018,943,7.0
7061,8,2018,280,7.0
7062,8,2018,1104,7.0
7063,8,2018,28,7.0
7064,6,2018,406,5.0
7065,8,2018,497,7.0
7066,8,2018,1650,7.0
7067,8,2018,341,7.0
7068,8,2018,1332,7.0
7069,8,2018,1781,7.0
7070,12,2018,1226,11.0
7071,8,2018,1481,7.0
7072,8,2018,260,7.0
7073,8,2018,266,7.0
7074,8,2018,1932,7.0
7075,8,2018,164,7.0
7076,8,2018,1087,7.0
7077,8,2018,638,7.0
7078,10,2018,394,9.0
7079,9,2018,1704,8.0
7080,2,2018,1880,1.0
7081,4,2018,1881,3.0
7082,8,2018,846,7.0
7083,12,2018,1091,11.0
7084,9,2018,318,8.0
7085,3,2018,1454,2.0
7086,10,2018,626,9.0
7087,11,2018,871,10.0
7088,4,2018,1825,3.0
7089,10,2018,1316,9.0
7090,9,2018,163,8.0
7091,9,2018,292,8.0
7092,9,2018,1398,8.0
7093,5,2018,755,4.0
7094,9,2018,1919,8.0
7095,7,2018,854,6.0
7096,11,2018,600,10.0
7097,11,2018,1295,10.0
7098,9,2018,1332,8.0
7099,11,2018,723,10.0
7100,9,2018,1202,8.0
7101,7,2018,292,6.0
7102,10,2018,316,9.0
7103,7,2018,940,6.0
7104,9,2018,260,8.0
7105,5,2018,1834,4.0
7106,10,2018,263,9.0
7107,9,2018,551,8.0
7108,4,2018,973,3.0
7109,11,2018,1086,10.0
7110,11,2018,723,10.0
7111,9,2018,1931,8.0
7112,10,2018,1540,9.0
7113,6,2018,521,5.0
7114,8,2018,1729,7.0
7115,8,2018,260,7.0
7116,8,2018,1834,7.0
7117,8,2018,481,7.0
7118,8,2018,1320,7.0
7119,8,2018,1337,7.0
7120,8,2018,1342,7.0
7121,8,2018,1473,7.0
7122,12,2018,846,11.0
7123,8,2018,1290,7.0
7124,8,2018,7,7.0
7125,8,2018,1318,7.0
7126,9,2018,1918,8.0
7127,8,2018,345,7.0
7128,8,2018,1704,7.0
7129,10,2018,1362,9.0
7130,12,2018,1476,11.0
7131,11,2018,1481,10.0
7132,8,2018,735,7.0
7133,5,2018,1294,4.0
7134,10,2018,912,9.0
7135,11,2018,51,10.0
7136,1,2018,1295,0.0
7137,4,2018,1244,3.0
7138,9,2018,1788,8.0
7139,8,2018,900,7.0
7140,8,2018,67,7.0
7141,9,2018,1467,8.0
7142,9,2018,1754,8.0
7143,1,2018,1242,0.0
7144,1,2018,237,0.0
7145,9,2018,588,8.0
7146,8,2018,1208,7.0
7147,9,2018,1448,8.0
7148,6,2018,949,5.0
7149,8,2018,1927,7.0
7150,9,2018,1332,8.0
7151,11,2018,723,10.0
7152,9,2018,1202,8.0
7153,9,2018,682,8.0
7154,9,2018,216,8.0
7155,3,2018,1415,2.0
7156,12,2018,1096,11.0
7157,9,2018,1549,8.0
7158,9,2018,133,8.0
7159,9,2018,428,8.0
7160,7,2018,1799,6.0
7161,6,2018,451,5.0
7162,11,2018,1607,10.0
7163,9,2018,1933,8.0
7164,10,2018,1329,9.0
7165,10,2018,974,9.0
7166,9,2018,1833,8.0
7167,9,2018,801,8.0
7168,1,2018,108,0.0
7169,3,2018,150,2.0
7170,9,2018,289,8.0
7171,8,2018,1778,7.0
7172,3,2018,1714,2.0
7173,9,2018,452,8.0
7174,10,2018,365,9.0
7175,12,2018,1220,11.0
7176,9,2018,1550,8.0
7177,3,2018,702,2.0
7178,8,2018,627,7.0
7179,8,2018,1327,7.0
7180,7,2018,514,6.0
7181,8,2018,1602,7.0
7182,9,2018,1238,8.0
7183,8,2018,1636,7.0
7184,8,2018,542,7.0
7185,8,2018,1124,7.0
7186,8,2018,1237,7.0
7187,8,2018,6,7.0
7188,8,2018,1369,7.0
7189,8,2018,952,7.0
7190,8,2018,285,7.0
7191,8,2018,645,7.0
7192,8,2018,1723,7.0
7193,8,2018,1274,7.0
7194,8,2018,1125,7.0
7195,8,2018,1077,7.0
7196,9,2018,1093,8.0
7197,9,2018,1918,8.0
7198,8,2018,345,7.0
7199,11,2018,1340,10.0
7200,8,2018,1493,7.0
7201,8,2018,1178,7.0
7202,8,2018,497,7.0
7203,8,2018,1174,7.0
7204,4,2018,1517,3.0
7205,8,2018,1336,7.0
7206,8,2018,845,7.0
7207,8,2018,1880,7.0
7208,8,2018,1355,7.0
7209,8,2018,1834,7.0
7210,4,2018,1876,3.0
7211,4,2018,263,3.0
7212,1,2018,1073,0.0
7213,1,2018,47,0.0
7214,6,2018,5,5.0
7215,1,2018,1025,0.0
7216,3,2018,723,2.0
7217,1,2018,162,0.0
7218,6,2018,123,5.0
7219,5,2018,1538,4.0
7220,9,2018,1420,8.0
7221,11,2018,1421,10.0
7222,9,2018,1118,8.0
7223,9,2018,1723,8.0
7224,4,2018,993,3.0
7225,9,2018,1096,8.0
7226,7,2018,1304,6.0
7227,9,2018,187,8.0
7228,12,2018,355,11.0
7229,6,2018,384,5.0
7230,12,2018,1147,11.0
7231,12,2018,209,11.0
7232,10,2018,1909,9.0
7233,3,2018,1439,2.0
7234,9,2018,504,8.0
7235,10,2018,47,9.0
7236,12,2018,580,11.0
7237,10,2018,1615,9.0
7238,10,2018,1713,9.0
7239,9,2018,796,8.0
7240,5,2018,140,4.0
7241,9,2018,504,8.0
7242,10,2018,761,9.0
7243,6,2018,1091,5.0
7244,8,2018,1706,7.0
7245,4,2018,1053,3.0
7246,11,2018,221,10.0
7247,8,2018,1932,7.0
7248,10,2018,191,9.0
7249,8,2018,848,7.0
7250,8,2018,1399,7.0
7251,10,2018,850,9.0
7252,8,2018,37,7.0
7253,8,2018,634,7.0
7254,8,2018,944,7.0
7255,8,2018,497,7.0
7256,8,2018,1650,7.0
7257,9,2018,1124,8.0
7258,8,2018,161,7.0
7259,8,2018,954,7.0
7260,8,2018,1190,7.0
7261,8,2018,865,7.0
7262,8,2018,1369,7.0
7263,8,2018,1933,7.0
7264,8,2018,163,7.0
7265,7,2018,560,6.0
7266,7,2018,1221,6.0
7267,10,2018,587,9.0
7268,10,2018,1840,9.0
7269,5,2018,1233,4.0
7270,10,2018,240,9.0
7271,9,2018,1966,8.0
7272,11,2018,192,10.0
7273,9,2018,1744,8.0
7274,5,2018,1361,4.0
7275,8,2018,1494,7.0
7276,11,2018,1681,10.0
7277,8,2018,719,7.0
7278,9,2018,504,8.0
7279,8,2018,260,7.0
7280,9,2018,1835,8.0
7281,11,2018,1540,10.0
7282,9,2018,1754,8.0
7283,12,2018,1340,11.0
7284,9,2018,1086,8.0
7285,9,2018,1642,8.0
7286,8,2018,865,7.0
7287,8,2018,918,7.0
7288,8,2018,1931,7.0
7289,8,2018,381,7.0
7290,4,2018,1411,3.0
7291,8,2018,1397,7.0
7292,8,2018,77,7.0
7293,9,2018,1398,8.0
7294,9,2018,340,8.0
7295,3,2018,944,2.0
7296,11,2018,865,10.0
7297,9,2018,493,8.0
7298,4,2018,1000,3.0
7299,6,2018,1092,5.0
7300,9,2018,163,8.0
7301,12,2018,197,11.0
7302,9,2018,1178,8.0
7303,9,2018,497,8.0
7304,2,2018,1464,1.0
7305,9,2018,1280,8.0
7306,5,2018,194,4.0
7307,12,2018,1834,11.0
7308,7,2018,194,6.0
7309,8,2018,1834,7.0
7310,8,2018,1350,7.0
7311,8,2018,165,7.0
7312,8,2018,292,7.0
7313,9,2018,847,8.0
7314,8,2018,313,7.0
7315,8,2018,1355,7.0
7316,5,2018,1762,4.0
7317,1,2018,1534,0.0
7318,8,2018,1762,7.0
7319,3,2018,1340,2.0
7320,8,2018,1534,7.0
7321,8,2018,741,7.0
7322,8,2018,732,7.0
7323,8,2018,940,7.0
7324,12,2018,727,11.0
7325,10,2018,323,9.0
7326,12,2018,821,11.0
7327,9,2018,165,8.0
7328,12,2018,1191,11.0
7329,8,2018,1985,7.0
7330,9,2018,139,8.0
7331,9,2018,1369,8.0
7332,9,2018,1206,8.0
7333,9,2018,450,8.0
7334,8,2018,1779,7.0
7335,10,2018,1492,9.0
7336,8,2018,816,7.0
7337,8,2018,1280,7.0
7338,8,2018,1931,7.0
7339,8,2018,1025,7.0
7340,8,2018,1704,7.0
7341,8,2018,502,7.0
7342,8,2018,889,7.0
7343,7,2018,795,6.0
7344,8,2018,1793,7.0
7345,5,2018,1464,4.0
7346,3,2018,1238,2.0
7347,11,2018,1290,10.0
7348,11,2018,1369,10.0
7349,12,2018,944,11.0
7350,9,2018,123,8.0
7351,9,2018,634,8.0
7352,5,2018,697,4.0
7353,10,2018,84,9.0
7354,12,2018,826,11.0
7355,9,2018,1118,8.0
7356,12,2018,1087,11.0
7357,12,2018,504,11.0
7358,12,2018,457,11.0
7359,7,2018,1754,6.0
7360,12,2018,717,11.0
7361,5,2018,1342,4.0
7362,9,2018,1209,8.0
7363,7,2018,240,6.0
7364,7,2018,588,6.0
7365,9,2018,944,8.0
7366,10,2018,1540,9.0
7367,9,2018,1529,8.0
7368,9,2018,450,8.0
7369,12,2018,1729,11.0
7370,9,2018,1797,8.0
7371,9,2018,1138,8.0
7372,9,2018,992,8.0
7373,8,2018,1267,7.0
7374,8,2018,1371,7.0
7375,8,2018,1377,7.0
7376,10,2018,1238,9.0
7377,8,2018,1459,7.0
7378,8,2018,1355,7.0
7379,8,2018,425,7.0
7380,8,2018,164,7.0
7381,8,2018,1369,7.0
7382,8,2018,806,7.0
7383,8,2018,1093,7.0
7384,8,2018,1931,7.0
7385,10,2018,1028,9.0
7386,9,2018,812,8.0
7387,11,2018,240,10.0
7388,3,2018,164,2.0
7389,2,2018,1770,1.0
7390,2,2018,1932,1.0
7391,3,2018,1082,2.0
7392,9,2018,1083,8.0
7393,9,2018,1157,8.0
7394,11,2018,1222,10.0
7395,6,2018,1352,5.0
7396,11,2018,1838,10.0
7397,12,2018,1744,11.0
7398,3,2018,1361,2.0
7399,9,2018,1494,8.0
7400,2,2018,1586,1.0
7401,10,2018,1221,9.0
7402,2,2018,587,1.0
7403,12,2018,537,11.0
7404,2,2018,240,1.0
7405,8,2018,163,7.0
7406,8,2018,1350,7.0
7407,8,2018,1933,7.0
7408,8,2018,77,7.0
7409,8,2018,165,7.0
7410,8,2018,1275,7.0
7411,8,2018,162,7.0
7412,8,2018,1931,7.0
7413,8,2018,1193,7.0
7414,12,2018,545,11.0
7415,10,2018,1388,9.0
7416,11,2018,522,10.0
7417,9,2018,1704,8.0
7418,12,2018,1824,11.0
7419,12,2018,590,11.0
7420,12,2018,260,11.0
7421,12,2018,1039,11.0
7422,9,2018,504,8.0
7423,12,2018,1093,11.0
7424,9,2018,1744,8.0
7425,9,2018,659,8.0
7426,11,2018,1140,10.0
7427,6,2018,1754,5.0
7428,12,2018,1238,11.0
7429,10,2018,1059,9.0
7430,11,2018,320,10.0
7431,8,2018,468,7.0
7432,8,2018,1733,7.0
7433,8,2018,1106,7.0
7434,8,2018,1105,7.0
7435,8,2018,1355,7.0
7436,8,2018,267,7.0
7437,8,2018,1124,7.0
7438,8,2018,168,7.0
7439,8,2018,6,7.0
7440,8,2018,1927,7.0
7441,8,2018,1125,7.0
7442,4,2018,633,3.0
7443,7,2018,451,6.0
7444,9,2018,67,8.0
7445,9,2018,766,8.0
7446,9,2018,474,8.0
7447,9,2018,1529,8.0
7448,9,2018,187,8.0
7449,9,2018,1799,8.0
7450,9,2018,1747,8.0
7451,9,2018,1197,8.0
7452,8,2018,376,7.0
7453,6,2018,358,5.0
7454,8,2018,875,7.0
7455,9,2018,67,8.0
7456,9,2018,176,8.0
7457,8,2018,776,7.0
7458,5,2018,1061,4.0
7459,8,2018,1121,7.0
7460,7,2018,1554,6.0
7461,8,2018,736,7.0
7462,8,2018,1411,7.0
7463,7,2018,1121,6.0
7464,10,2018,1238,9.0
7465,8,2018,1389,7.0
7466,12,2018,1554,11.0
7467,11,2018,1793,10.0
7468,12,2018,697,11.0
7469,3,2018,776,2.0
7470,2,2018,379,1.0
7471,12,2018,437,11.0
7472,11,2018,545,10.0
7473,6,2018,825,5.0
7474,11,2018,1743,10.0
7475,4,2018,164,3.0
7476,4,2018,1369,3.0
7477,12,2018,1329,11.0
7478,10,2018,1260,9.0
7479,9,2018,493,8.0
7480,10,2018,825,9.0
7481,5,2018,1031,4.0
7482,6,2018,580,5.0
7483,8,2018,1843,7.0
7484,5,2018,491,4.0
7485,8,2018,1142,7.0
7486,5,2018,36,4.0
7487,8,2018,335,7.0
7488,8,2018,266,7.0
7489,8,2018,1024,7.0
7490,9,2018,1415,8.0
7491,5,2018,963,4.0
7492,5,2018,406,4.0
7493,6,2018,847,5.0
7494,9,2018,1357,8.0
7495,9,2018,1290,8.0
7496,12,2018,1355,11.0
7497,9,2018,1931,8.0
7498,11,2018,812,10.0
7499,6,2018,975,5.0
7500,6,2018,1267,5.0
7501,12,2018,1316,11.0
7502,7,2018,1318,6.0
7503,12,2018,1531,11.0
7504,9,2018,1733,8.0
7505,10,2018,1181,9.0
7506,4,2018,941,3.0
7507,8,2018,165,7.0
7508,8,2018,1771,7.0
7509,8,2018,1124,7.0
7510,8,2018,1650,7.0
7511,9,2018,228,8.0
7512,12,2018,1238,11.0
7513,8,2018,1642,7.0
7514,9,2018,736,8.0
7515,8,2018,1355,7.0
7516,8,2018,1650,7.0
7517,8,2018,949,7.0
7518,8,2018,1369,7.0
7519,12,2018,1200,11.0
7520,12,2018,99,11.0
7521,10,2018,1793,9.0
7522,10,2018,954,9.0
7523,10,2018,776,9.0
7524,1,2018,99,0.0
7525,3,2018,765,2.0
7526,4,2018,491,3.0
7527,10,2018,1464,9.0
7528,8,2018,34,7.0
7529,7,2018,1754,6.0
7530,5,2018,1448,4.0
7531,2,2018,320,1.0
7532,11,2018,884,10.0
7533,11,2018,289,10.0
7534,3,2018,813,2.0
7535,9,2018,367,8.0
7536,9,2018,600,8.0
7537,9,2018,599,8.0
7538,9,2018,560,8.0
7539,12,2018,355,11.0
7540,11,2018,75,10.0
7541,7,2018,1103,6.0
7542,8,2018,1843,7.0
7543,8,2018,1178,7.0
7544,8,2018,123,7.0
7545,8,2018,79,7.0
7546,8,2018,1775,7.0
7547,8,2018,123,7.0
7548,8,2018,796,7.0
7549,11,2018,1498,10.0
7550,7,2018,677,6.0
7551,11,2018,560,10.0
7552,7,2018,1861,6.0
7553,8,2018,1423,7.0
7554,8,2018,1422,7.0
7555,8,2018,529,7.0
7556,5,2018,992,4.0
7557,9,2018,1280,8.0
7558,9,2018,1178,8.0
7559,9,2018,123,8.0
7560,9,2018,551,8.0
7561,9,2018,945,8.0
7562,9,2018,1650,8.0
7563,9,2018,123,8.0
7564,4,2018,1440,3.0
7565,9,2018,1876,8.0
7566,9,2018,941,8.0
7567,9,2018,1369,8.0
7568,9,2018,1744,8.0
7569,9,2018,97,8.0
7570,7,2018,795,6.0
7571,9,2018,260,8.0
7572,9,2018,1513,8.0
7573,9,2018,1933,8.0
7574,7,2018,790,6.0
7575,9,2018,285,8.0
7576,9,2018,1355,8.0
7577,9,2018,750,8.0
7578,9,2018,191,8.0
7579,9,2018,353,8.0
7580,10,2018,736,9.0
7581,9,2018,1088,8.0
7582,11,2018,355,10.0
7583,8,2018,1347,7.0
7584,4,2018,502,3.0
7585,7,2018,825,6.0
7586,10,2018,1242,9.0
7587,8,2018,56,7.0
7588,8,2018,163,7.0
7589,8,2018,292,7.0
7590,8,2018,1369,7.0
7591,8,2018,1190,7.0
7592,8,2018,1933,7.0
7593,8,2018,292,7.0
7594,8,2018,168,7.0
7595,8,2018,1927,7.0
7596,9,2018,493,8.0
7597,8,2018,722,7.0
7598,8,2018,161,7.0
7599,8,2018,642,7.0
7600,8,2018,8,7.0
7601,8,2018,497,7.0
7602,10,2018,1337,9.0
7603,11,2018,401,10.0
7604,11,2018,590,10.0
7605,8,2018,539,7.0
7606,10,2018,1835,9.0
7607,9,2018,142,8.0
7608,9,2018,1020,8.0
7609,9,2018,251,8.0
7610,1,2018,742,0.0
7611,8,2018,472,7.0
7612,8,2018,1747,7.0
7613,5,2018,1919,4.0
7614,11,2018,1691,10.0
7615,8,2018,1017,7.0
7616,11,2018,1635,10.0
7617,8,2018,1851,7.0
7618,10,2018,365,9.0
7619,8,2018,200,7.0
7620,8,2018,280,7.0
7621,8,2018,504,7.0
7622,10,2018,1804,9.0
7623,9,2018,502,8.0
7624,9,2018,1371,8.0
7625,9,2018,865,8.0
7626,9,2018,1336,8.0
7627,9,2018,1708,8.0
7628,8,2018,386,7.0
7629,9,2018,1748,8.0
7630,9,2018,1850,8.0
7631,9,2018,1686,8.0
7632,9,2018,1370,8.0
7633,9,2018,1073,8.0
7634,6,2018,355,5.0
7635,11,2018,826,10.0
7636,8,2018,1198,7.0
7637,8,2018,934,7.0
7638,8,2018,519,7.0
7639,8,2018,240,7.0
7640,8,2018,773,7.0
7641,8,2018,483,7.0
7642,8,2018,776,7.0
7643,8,2018,559,7.0
7644,8,2018,642,7.0
7645,8,2018,247,7.0
7646,8,2018,27,7.0
7647,7,2018,944,6.0
7648,10,2018,5,9.0
7649,3,2018,975,2.0
7650,8,2018,1091,7.0
7651,10,2018,1150,9.0
7652,6,2018,1369,5.0
7653,7,2018,1275,6.0
7654,10,2018,440,9.0
7655,9,2018,1086,8.0
7656,9,2018,367,8.0
7657,9,2018,1103,8.0
7658,5,2018,940,4.0
7659,1,2018,1834,0.0
7660,8,2018,263,7.0
7661,10,2018,123,9.0
7662,10,2018,1028,9.0
7663,9,2018,517,8.0
7664,11,2018,719,10.0
7665,6,2018,260,5.0
7666,7,2018,1112,6.0
7667,9,2018,1834,8.0
7668,9,2018,263,8.0
7669,8,2018,1464,7.0
7670,10,2018,1706,9.0
7671,9,2018,499,8.0
7672,8,2018,1377,7.0
7673,8,2018,162,7.0
7674,8,2018,1355,7.0
7675,4,2018,723,3.0
7676,8,2018,1650,7.0
7677,8,2018,542,7.0
7678,8,2018,1124,7.0
7679,8,2018,1933,7.0
7680,8,2018,292,7.0
7681,8,2018,166,7.0
7682,8,2018,1355,7.0
7683,8,2018,1939,7.0
7684,8,2018,292,7.0
7685,8,2018,123,7.0
7686,8,2018,1206,7.0
7687,8,2018,1204,7.0
7688,12,2018,547,11.0
7689,9,2018,1704,8.0
7690,10,2018,1038,9.0
7691,8,2018,762,7.0
7692,9,2018,1348,8.0
7693,6,2018,1219,5.0
7694,6,2018,216,5.0
7695,8,2018,426,7.0
7696,8,2018,642,7.0
7697,9,2018,260,8.0
7698,9,2018,495,8.0
7699,9,2018,1481,8.0
7700,9,2018,1159,8.0
7701,9,2018,1933,8.0
7702,10,2018,1848,9.0
7703,2,2018,1848,1.0
7704,9,2018,1933,8.0
7705,9,2018,1770,8.0
7706,9,2018,1190,8.0
7707,12,2018,30,11.0
7708,11,2018,1263,10.0
7709,11,2018,1018,10.0
7710,11,2018,1845,10.0
7711,11,2018,1556,10.0
7712,11,2018,1555,10.0
7713,11,2018,1834,10.0
7714,8,2018,940,7.0
7715,6,2018,539,5.0
7716,11,2018,1377,10.0
7717,11,2018,123,10.0
7718,8,2018,1161,7.0
7719,4,2018,741,3.0
7720,9,2018,756,8.0
7721,8,2018,789,7.0
7722,9,2018,846,8.0
7723,9,2018,800,8.0
7724,10,2018,1178,9.0
7725,10,2018,503,9.0
7726,5,2018,918,4.0
7727,10,2018,1377,9.0
7728,5,2018,862,4.0
7729,10,2018,812,9.0
7730,10,2018,559,9.0
7731,9,2018,1778,8.0
7732,9,2018,1785,8.0
7733,9,2018,1172,8.0
7734,8,2018,1464,7.0
7735,9,2018,1206,8.0
7736,9,2018,889,8.0
7737,9,2018,1778,8.0
7738,9,2018,1178,8.0
7739,10,2018,289,9.0
7740,9,2018,1778,8.0
7741,9,2018,1174,8.0
7742,9,2018,367,8.0
7743,9,2018,991,8.0
7744,10,2018,581,9.0
7745,8,2018,1199,7.0
7746,8,2018,1377,7.0
7747,8,2018,497,7.0
7748,8,2018,1933,7.0
7749,8,2018,161,7.0
7750,8,2018,123,7.0
7751,8,2018,1023,7.0
7752,12,2018,189,11.0
7753,8,2018,1513,7.0
7754,7,2018,1564,6.0
7755,8,2018,451,7.0
7756,8,2018,318,7.0
7757,8,2018,1369,7.0
7758,8,2018,944,7.0
7759,8,2018,497,7.0
7760,8,2018,1650,7.0
7761,5,2018,1466,4.0
7762,5,2018,340,4.0
7763,8,2018,1369,7.0
7764,8,2018,543,7.0
7765,8,2018,318,7.0
7766,8,2018,7,7.0
7767,8,2018,260,7.0
7768,8,2018,1788,7.0
7769,12,2018,1576,11.0
7770,12,2018,1963,11.0
7771,12,2018,1481,11.0
7772,12,2018,51,11.0
7773,5,2018,350,4.0
7774,11,2018,1462,10.0
7775,11,2018,1873,10.0
7776,9,2018,1821,8.0
7777,9,2018,1144,8.0
7778,3,2018,1917,2.0
7779,1,2018,1328,0.0
7780,8,2018,634,7.0
7781,8,2018,1377,7.0
7782,8,2018,497,7.0
7783,1,2018,1659,0.0
7784,6,2018,450,5.0
7785,8,2018,497,7.0
7786,8,2018,617,7.0
7787,8,2018,502,7.0
7788,9,2018,1052,8.0
7789,12,2018,160,11.0
7790,11,2018,367,10.0
7791,9,2018,547,8.0
7792,6,2018,345,5.0
7793,7,2018,184,6.0
7794,6,2018,210,5.0
7795,11,2018,353,10.0
7796,11,2018,682,10.0
7797,8,2018,275,7.0
7798,11,2018,1178,10.0
7799,8,2018,1196,7.0
7800,11,2018,1472,10.0
7801,8,2018,682,7.0
7802,8,2018,587,7.0
7803,8,2018,367,7.0
7804,10,2018,682,9.0
7805,12,2018,355,11.0
7806,5,2018,1170,4.0
7807,5,2018,761,4.0
7808,5,2018,44,4.0
7809,9,2018,1398,8.0
7810,10,2018,292,9.0
7811,6,2018,1933,5.0
7812,9,2018,846,8.0
7813,9,2018,1481,8.0
